Column1,Column13,Column12,Column2,,
438.101,1,438.101,-24.92,,
438.21,1,438.21,-25.328,,
438.32,1,438.32,-25.819,,
438.429,1,438.429,-26.41,,
438.539,1,438.539,-27.144,,
438.649,1,438.649,-27.902,,
438.758,1,438.758,-28.712,,
438.868,1,438.868,-29.666,,
438.977,1,438.977,-30.819,,
439.087,1,439.087,-32.013,,
439.196,1,439.196,-33.199,,
439.306,1,439.306,-34.439,,
439.415,1,439.415,-35.766,,
439.525,1,439.525,-37.133,,
439.635,1,439.635,-38.489,,
439.744,1,439.744,-39.924,,
439.854,1,439.854,-41.543,,
439.963,1,439.963,-43.342,,
440.073,1,440.073,-45.168,,
440.182,1,440.182,-47.101,,
440.292,1,440.292,-49.189,,
440.401,1,440.401,-51.394,,
440.511,1,440.511,-53.546,,
440.621,1,440.621,-55.707,,
440.73,1,440.73,-57.93,,
440.84,1,440.84,-60.275,,
440.949,1,440.949,-62.632,,
441.059,1,441.059,-65.044,,
441.168,1,441.168,-67.563,,
441.278,1,441.278,-70.213,,
441.387,1,441.387,-72.749,,
441.497,1,441.497,-75.213,,
441.607,1,441.607,-77.671,,
441.716,1,441.716,-80.157,,
441.826,1,441.826,-82.586,,
441.935,1,441.935,-85.021,,
442.045,1,442.045,-87.535,,
442.154,1,442.154,-90.141,,
442.264,1,442.264,-92.718,,
442.373,1,442.373,-95.195,,
442.483,1,442.483,-97.596,,
442.593,1,442.593,-99.95,,
442.702,1,442.702,-102.214,,
442.812,1,442.812,-104.37,,
442.921,1,442.921,-106.516,,
443.031,1,443.031,-108.684,,
443.14,1,443.14,-110.835,,
443.25,1,443.25,-112.875,,
443.359,1,443.359,-114.784,,
443.469,1,443.469,-116.53,,
443.579,1,443.579,-118.102,,
443.688,1,443.688,-119.429,,
443.798,1,443.798,-120.57,,
443.907,1,443.907,-121.625,,
444.017,1,444.017,-122.626,,
444.126,1,444.126,-123.493,,
444.236,1,444.236,-124.263,,
444.345,1,444.345,-124.948,,
444.455,1,444.455,-125.486,,
444.565,1,444.565,-125.762,,
444.674,1,444.674,-125.826,,
444.784,1,444.784,-125.724,,
444.893,1,444.893,-125.511,,
445.003,1,445.003,-125.156,,
445.112,1,445.112,-124.707,,
445.222,1,445.222,-124.195,,
445.331,1,445.331,-123.618,,
445.441,1,445.441,-122.853,,
445.551,1,445.551,-121.88,,
445.66,1,445.66,-120.716,,
445.77,1,445.77,-119.379,,
445.879,1,445.879,-117.862,,
445.989,1,445.989,-116.183,,
446.098,1,446.098,-114.375,,
446.208,1,446.208,-112.46,,
446.317,1,446.317,-110.382,,
446.427,1,446.427,-108.068,,
446.537,1,446.537,-105.528,,
446.646,1,446.646,-102.793,,
446.756,1,446.756,-99.898,,
446.865,1,446.865,-96.885,,
446.975,1,446.975,-93.814,,
447.084,1,447.084,-90.707,,
447.194,1,447.194,-87.552,,
447.303,1,447.303,-84.241,,
447.413,1,447.413,-80.773,,
447.523,1,447.523,-77.172,,
447.632,1,447.632,-73.471,,
447.742,1,447.742,-69.591,,
447.851,1,447.851,-65.615,,
447.961,1,447.961,-61.611,,
448.07,1,448.07,-57.602,,
448.18,1,448.18,-53.486,,
448.289,1,448.289,-49.312,,
448.399,1,448.399,-45.059,,
448.509,1,448.509,-40.749,,
448.618,1,448.618,-36.332,,
448.728,1,448.728,-31.844,,
448.837,1,448.837,-27.365,,
448.947,1,448.947,-22.963,,
449.056,1,449.056,-18.579,,
449.166,1,449.166,-14.207,,
449.275,1,449.275,-9.889,,
449.385,1,449.385,-5.607,,
449.495,1,449.495,-1.266,,
449.604,1,449.604,3.171,,
449.714,1,449.714,7.662,,
449.823,1,449.823,12.153,,
449.933,1,449.933,16.589,,
450.042,1,450.042,20.988,,
450.152,1,450.152,25.305,,
450.261,1,450.261,29.508,,
450.371,1,450.371,33.638,,
450.481,1,450.481,37.822,,
450.59,1,450.59,42.01,,
450.7,1,450.7,46.153,,
450.809,1,450.809,50.197,,
450.919,1,450.919,54.133,,
451.028,1,451.028,57.921,,
451.138,1,451.138,61.509,,
451.247,1,451.247,64.879,,
451.357,1,451.357,68.198,,
451.467,1,451.467,71.453,,
451.576,1,451.576,74.586,,
451.686,1,451.686,77.571,,
451.795,1,451.795,80.528,,
451.905,1,451.905,83.386,,
452.014,1,452.014,86.084,,
452.124,1,452.124,88.587,,
452.233,1,452.233,90.95,,
452.343,1,452.343,93.196,,
452.453,1,452.453,95.326,,
452.562,1,452.562,97.325,,
452.672,1,452.672,99.264,,
452.781,1,452.781,101.143,,
452.891,1,452.891,102.888,,
453,1,453,104.447,,
453.11,1,453.11,105.847,,
453.219,1,453.219,107.121,,
453.329,1,453.329,108.255,,
453.439,1,453.439,109.262,,
453.548,1,453.548,110.172,,
453.658,1,453.658,111.033,,
453.767,1,453.767,111.807,,
453.877,1,453.877,112.432,,
453.986,1,453.986,112.873,,
454.096,1,454.096,113.176,,
454.205,1,454.205,113.319,,
454.315,1,454.315,113.294,,
454.425,1,454.425,113.149,,
454.534,1,454.534,112.975,,
454.644,1,454.644,112.768,,
454.753,1,454.753,112.507,,
454.863,1,454.863,112.141,,
454.972,1,454.972,111.702,,
455.082,1,455.082,111.176,,
455.191,1,455.191,110.546,,
455.301,1,455.301,109.814,,
455.411,1,455.411,109.083,,
455.52,1,455.52,108.361,,
455.63,1,455.63,107.646,,
455.739,1,455.739,106.948,,
455.849,1,455.849,106.277,,
455.958,1,455.958,105.611,,
456.068,1,456.068,104.94,,
456.177,1,456.177,104.258,,
456.287,1,456.287,103.539,,
456.397,1,456.397,102.827,,
456.506,1,456.506,102.171,,
456.616,1,456.616,101.593,,
456.725,1,456.725,101.115,,
456.835,1,456.835,100.728,,
456.944,1,456.944,100.397,,
457.054,1,457.054,100.123,,
457.163,1,457.163,99.894,,
457.273,1,457.273,99.704,,
457.382,1,457.382,99.602,,
457.492,1,457.492,99.638,,
457.602,1,457.602,99.795,,
457.711,1,457.711,100.018,,
457.821,1,457.821,100.313,,
457.93,1,457.93,100.645,,
458.04,1,458.04,101.024,,
458.149,1,458.149,101.427,,
458.259,1,458.259,101.893,,
458.368,1,458.368,102.482,,
458.478,1,458.478,103.248,,
458.588,1,458.588,104.134,,
458.697,1,458.697,105.184,,
458.807,1,458.807,106.417,,
458.916,1,458.916,107.811,,
459.026,1,459.026,109.334,,
459.135,1,459.135,111.003,,
459.245,1,459.245,112.835,,
459.354,1,459.354,114.883,,
459.464,1,459.464,117.133,,
459.574,1,459.574,119.561,,
459.683,1,459.683,122.159,,
459.793,1,459.793,124.908,,
459.902,1,459.902,127.75,,
460.012,1,460.012,130.677,,
460.121,1,460.121,133.711,,
460.231,1,460.231,136.857,,
460.34,1,460.34,140.104,,
460.45,1,460.45,143.466,,
460.56,1,460.56,146.979,,
460.669,1,460.669,150.661,,
460.779,1,460.779,154.508,,
460.888,1,460.888,158.485,,
460.998,1,460.998,162.583,,
461.107,1,461.107,166.811,,
461.217,1,461.217,171.138,,
461.326,1,461.326,175.505,,
461.436,1,461.436,179.982,,
461.546,1,461.546,184.572,,
461.655,1,461.655,189.271,,
461.765,1,461.765,194.058,,
461.874,1,461.874,198.9,,
461.984,1,461.984,203.765,,
462.093,1,462.093,208.648,,
462.203,1,462.203,213.496,,
462.312,1,462.312,218.323,,
462.422,1,462.422,223.195,,
462.532,1,462.532,228.1,,
462.641,1,462.641,233.03,,
462.751,1,462.751,238.011,,
462.86,1,462.86,242.994,,
462.97,1,462.97,247.943,,
463.079,1,463.079,252.83,,
463.189,1,463.189,257.655,,
463.298,1,463.298,262.453,,
463.408,1,463.408,267.269,,
463.518,1,463.518,272.101,,
463.627,1,463.627,276.941,,
463.737,1,463.737,281.773,,
463.846,1,463.846,286.519,,
463.956,1,463.956,291.127,,
464.065,1,464.065,295.602,,
464.175,1,464.175,299.962,,
464.284,1,464.284,304.206,,
464.394,1,464.394,308.362,,
464.504,1,464.504,312.463,,
464.613,1,464.613,316.514,,
464.723,1,464.723,320.496,,
464.832,1,464.832,324.399,,
464.942,1,464.942,328.192,,
465.051,1,465.051,331.846,,
465.161,1,465.161,335.342,,
465.27,1,465.27,338.674,,
465.38,1,465.38,341.872,,
465.49,1,465.49,344.962,,
465.599,1,465.599,347.924,,
465.709,1,465.709,350.752,,
465.818,1,465.818,353.442,,
465.928,1,465.928,355.96,,
466.037,1,466.037,358.305,,
466.147,1,466.147,360.474,,
466.256,1,466.256,362.473,,
466.366,1,466.366,364.349,,
466.476,1,466.476,366.123,,
466.585,1,466.585,367.772,,
466.695,1,466.695,369.271,,
466.804,1,466.804,370.621,,
466.914,1,466.914,371.771,,
467.023,1,467.023,372.703,,
467.133,1,467.133,373.45,,
467.242,1,467.242,374.031,,
467.352,1,467.352,374.474,,
467.462,1,467.462,374.806,,
467.571,1,467.571,375.029,,
467.681,1,467.681,375.131,,
467.79,1,467.79,375.094,,
467.9,1,467.9,374.869,,
468.009,1,468.009,374.456,,
468.119,1,468.119,373.86,,
468.228,1,468.228,373.072,,
468.338,1,468.338,372.086,,
468.448,1,468.448,370.948,,
468.557,1,468.557,369.661,,
468.667,1,468.667,368.241,,
468.776,1,468.776,366.672,,
468.886,1,468.886,364.943,,
468.995,1,468.995,363.037,,
469.105,1,469.105,360.966,,
469.214,1,469.214,358.727,,
469.324,1,469.324,356.375,,
469.434,1,469.434,353.998,,
469.543,1,469.543,351.587,,
469.653,1,469.653,349.136,,
469.762,1,469.762,346.636,,
469.872,1,469.872,344.02,,
469.981,1,469.981,341.289,,
470.091,1,470.091,338.457,,
470.2,1,470.2,335.521,,
470.31,1,470.31,332.511,,
470.42,1,470.42,329.492,,
470.529,1,470.529,326.478,,
470.639,1,470.639,323.467,,
470.748,1,470.748,320.437,,
470.858,1,470.858,317.332,,
470.967,1,470.967,314.122,,
471.077,1,471.077,310.775,,
471.186,1,471.186,307.303,,
471.296,1,471.296,303.738,,
471.406,1,471.406,300.123,,
471.515,1,471.515,296.467,,
471.625,1,471.625,292.802,,
471.734,1,471.734,289.129,,
471.844,1,471.844,285.417,,
471.953,1,471.953,281.619,,
472.063,1,472.063,277.762,,
472.172,1,472.172,273.864,,
472.282,1,472.282,269.944,,
472.392,1,472.392,266.036,,
472.501,1,472.501,262.237,,
472.611,1,472.611,258.573,,
472.72,1,472.72,255.027,,
472.83,1,472.83,251.555,,
472.939,1,472.939,248.141,,
473.049,1,473.049,244.741,,
473.158,1,473.158,241.333,,
473.268,1,473.268,237.901,,
473.378,1,473.378,234.525,,
473.487,1,473.487,231.256,,
473.597,1,473.597,228.089,,
473.706,1,473.706,224.995,,
473.816,1,473.816,221.951,,
473.925,1,473.925,218.918,,
474.035,1,474.035,215.886,,
474.144,1,474.144,212.822,,
474.254,1,474.254,209.673,,
474.364,1,474.364,206.536,,
474.473,1,474.473,203.466,,
474.583,1,474.583,200.439,,
474.692,1,474.692,197.421,,
474.802,1,474.802,194.539,,
474.911,1,474.911,191.732,,
475.021,1,475.021,188.932,,
475.13,1,475.13,186.076,,
475.24,1,475.24,183.212,,
475.35,1,475.35,180.377,,
475.459,1,475.459,177.586,,
475.569,1,475.569,174.805,,
475.678,1,475.678,172.12,,
475.788,1,475.788,169.539,,
475.897,1,475.897,166.973,,
476.007,1,476.007,164.347,,
476.116,1,476.116,161.757,,
476.226,1,476.226,159.273,,
476.336,1,476.336,156.856,,
476.445,1,476.445,154.513,,
476.555,1,476.555,152.285,,
476.664,1,476.664,150.196,,
476.774,1,476.774,148.179,,
476.883,1,476.883,146.144,,
476.993,1,476.993,144.116,,
477.102,1,477.102,142.17,,
477.212,1,477.212,140.249,,
477.322,1,477.322,138.308,,
477.431,1,477.431,136.395,,
477.541,1,477.541,134.543,,
477.65,1,477.65,132.719,,
477.76,1,477.76,130.858,,
477.869,1,477.869,128.914,,
477.979,1,477.979,127.015,,
478.088,1,478.088,125.155,,
478.198,1,478.198,123.264,,
478.308,1,478.308,121.317,,
478.417,1,478.417,119.492,,
478.527,1,478.527,117.8,,
478.636,1,478.636,116.175,,
478.746,1,478.746,114.556,,
478.855,1,478.855,113.058,,
478.965,1,478.965,111.647,,
479.074,1,479.074,110.244,,
479.184,1,479.184,108.759,,
479.294,1,479.294,107.305,,
479.403,1,479.403,105.901,,
479.513,1,479.513,104.5,,
479.622,1,479.622,103.015,,
479.732,1,479.732,101.588,,
479.841,1,479.841,100.277,,
479.951,1,479.951,98.986,,
480.06,1,480.06,97.637,,
480.17,1,480.17,96.331,,
480.28,1,480.28,95.089,,
480.389,1,480.389,93.856,,
480.499,1,480.499,92.575,,
480.608,1,480.608,91.321,,
480.718,1,480.718,90.188,,
480.827,1,480.827,89.091,,
480.937,1,480.937,87.925,,
481.046,1,481.046,86.766,,
481.156,1,481.156,85.684,,
481.266,1,481.266,84.597,,
481.375,1,481.375,83.476,,
481.485,1,481.485,82.369,,
481.594,1,481.594,81.386,,
481.704,1,481.704,80.479,,
481.813,1,481.813,79.526,,
481.923,1,481.923,78.462,,
482.032,1,482.032,77.438,,
482.142,1,482.142,76.444,,
482.252,1,482.252,75.412,,
482.361,1,482.361,74.384,,
482.471,1,482.471,73.579,,
482.58,1,482.58,72.945,,
482.69,1,482.69,72.364,,
482.799,1,482.799,71.754,,
482.909,1,482.909,71.209,,
483.018,1,483.018,70.682,,
483.128,1,483.128,70.078,,
483.238,1,483.238,69.315,,
483.347,1,483.347,68.589,,
483.457,1,483.457,67.921,,
483.566,1,483.566,67.24,,
483.676,1,483.676,66.456,,
483.785,1,483.785,65.733,,
483.895,1,483.895,65.072,,
484.004,1,484.004,64.376,,
484.114,1,484.114,63.562,,
484.223,1,484.223,62.826,,
484.333,1,484.333,62.221,,
484.443,1,484.443,61.695,,
484.552,1,484.552,61.139,,
484.662,1,484.662,60.651,,
484.771,1,484.771,60.264,,
484.881,1,484.881,59.86,,
484.99,1,484.99,59.318,,
485.1,1,485.1,58.765,,
485.209,1,485.209,58.309,,
485.319,1,485.319,57.86,,
485.429,1,485.429,57.363,,
485.538,1,485.538,56.875,,
485.648,1,485.648,56.488,,
485.757,1,485.757,56.123,,
485.867,1,485.867,55.657,,
485.976,1,485.976,55.096,,
486.086,1,486.086,54.631,,
486.195,1,486.195,54.186,,
486.305,1,486.305,53.665,,
486.415,1,486.415,53.076,,
486.524,1,486.524,52.605,,
486.634,1,486.634,52.209,,
486.743,1,486.743,51.794,,
486.853,1,486.853,51.285,,
486.962,1,486.962,50.913,,
487.072,1,487.072,50.628,,
487.181,1,487.181,50.297,,
487.291,1,487.291,49.815,,
487.401,1,487.401,49.408,,
487.51,1,487.51,49.075,,
487.62,1,487.62,48.718,,
487.729,1,487.729,48.242,,
487.839,1,487.839,47.907,,
487.948,1,487.948,47.661,,
488.058,1,488.058,47.379,,
488.167,1,488.167,46.944,,
488.277,1,488.277,46.552,,
488.387,1,488.387,46.269,,
488.496,1,488.496,46.007,,
488.606,1,488.606,45.656,,
488.715,1,488.715,45.414,,
488.825,1,488.825,45.231,,
488.934,1,488.934,44.943,,
489.044,1,489.044,44.423,,
489.153,1,489.153,43.82,,
489.263,1,489.263,43.241,,
489.373,1,489.373,42.657,,
489.482,1,489.482,41.991,,
489.592,1,489.592,41.391,,
489.701,1,489.701,40.985,,
489.811,1,489.811,40.646,,
489.92,1,489.92,40.211,,
490.03,1,490.03,39.747,,
490.139,1,490.139,39.4,,
490.249,1,490.249,39.081,,
490.359,1,490.359,38.725,,
490.468,1,490.468,38.413,,
490.578,1,490.578,38.348,,
490.687,1,490.687,38.413,,
490.797,1,490.797,38.456,,
490.906,1,490.906,38.387,,
491.016,1,491.016,38.369,,
491.125,1,491.125,38.31,,
491.235,1,491.235,38.103,,
491.345,1,491.345,37.716,,
491.454,1,491.454,37.506,,
491.564,1,491.564,37.399,,
491.673,1,491.673,37.253,,
491.783,1,491.783,36.935,,
491.892,1,491.892,36.701,,
492.002,1,492.002,36.468,,
492.111,1,492.111,36.122,,
492.221,1,492.221,35.562,,
492.331,1,492.331,35.097,,
492.44,1,492.44,34.757,,
492.55,1,492.55,34.41,,
492.659,1,492.659,33.934,,
492.769,1,492.769,33.655,,
492.878,1,492.878,33.516,,
492.988,1,492.988,33.354,,
493.097,1,493.097,33.058,,
493.207,1,493.207,32.851,,
493.317,1,493.317,32.669,,
493.426,1,493.426,32.454,,
493.536,1,493.536,32.1,,
493.645,1,493.645,31.825,,
493.755,1,493.755,31.71,,
493.864,1,493.864,31.609,,
493.974,1,493.974,31.377,,
494.083,1,494.083,31.174,,
494.193,1,494.193,31.08,,
494.303,1,494.303,30.969,,
494.412,1,494.412,30.756,,
494.522,1,494.522,30.561,,
494.631,1,494.631,30.5,,
494.741,1,494.741,30.431,,
494.85,1,494.85,30.204,,
494.96,1,494.96,29.819,,
495.069,1,495.069,29.487,,
495.179,1,495.179,29.111,,
495.289,1,495.289,28.584,,
495.398,1,495.398,27.957,,
495.508,1,495.508,27.573,,
495.617,1,495.617,27.312,,
495.727,1,495.727,27.036,,
495.836,1,495.836,26.658,,
495.946,1,495.946,26.463,,
496.055,1,496.055,26.367,,
496.165,1,496.165,26.225,,
496.275,1,496.275,25.929,,
496.384,1,496.384,25.899,,
496.494,1,496.494,25.966,,
496.603,1,496.603,25.973,,
496.713,1,496.713,25.82,,
496.822,1,496.822,25.894,,
496.932,1,496.932,25.988,,
497.041,1,497.041,25.934,,
497.151,1,497.151,25.608,,
497.261,1,497.261,25.342,,
497.37,1,497.37,25.102,,
497.48,1,497.48,24.81,,
497.589,1,497.589,24.354,,
497.699,1,497.699,24.082,,
497.808,1,497.808,23.968,,
497.918,1,497.918,23.828,,
498.027,1,498.027,23.523,,
498.137,1,498.137,23.318,,
498.247,1,498.247,23.221,,
498.356,1,498.356,23.096,,
498.466,1,498.466,22.835,,
498.575,1,498.575,22.635,,
498.685,1,498.685,22.605,,
498.794,1,498.794,22.595,,
498.904,1,498.904,22.444,,
499.013,1,499.013,22.29,,
499.123,1,499.123,22.298,,
499.233,1,499.233,22.283,,
499.342,1,499.342,22.122,,
499.452,1,499.452,21.934,,
499.561,1,499.561,21.953,,
499.671,1,499.671,22.014,,
499.78,1,499.78,21.955,,
499.89,1,499.89,21.775,,
499.999,1,499.999,21.8,,
500.109,1,500.109,21.836,,
500.219,1,500.219,21.726,,
500.328,1,500.328,21.44,,
500.438,1,500.438,21.366,,
500.547,1,500.547,21.349,,
500.657,1,500.657,21.23,,
500.766,1,500.766,20.902,,
500.876,1,500.876,20.794,,
500.985,1,500.985,20.694,,
501.095,1,501.095,20.454,,
501.205,1,501.205,19.95,,
501.314,1,501.314,19.699,,
501.424,1,501.424,19.587,,
501.533,1,501.533,19.457,,
501.643,1,501.643,19.177,,
501.752,1,501.752,19.179,,
501.862,1,501.862,19.244,,
501.971,1,501.971,19.178,,
502.081,1,502.081,18.839,,
502.191,1,502.191,18.637,,
502.3,1,502.3,18.547,,
502.41,1,502.41,18.473,,
502.519,1,502.519,18.302,,
502.629,1,502.629,18.358,,
502.738,1,502.738,18.569,,
502.848,1,502.848,18.659,,
502.957,1,502.957,18.441,,
503.067,1,503.067,18.185,,
503.177,1,503.177,18.013,,
503.286,1,503.286,17.772,,
503.396,1,503.396,17.377,,
503.505,1,503.505,17.109,,
503.615,1,503.615,17.133,,
503.724,1,503.724,17.2,,
503.834,1,503.834,17.131,,
503.943,1,503.943,17.005,,
504.053,1,504.053,17.018,,
504.163,1,504.163,16.953,,
504.272,1,504.272,16.67,,
504.382,1,504.382,16.318,,
504.491,1,504.491,16.293,,
504.601,1,504.601,16.301,,
504.71,1,504.71,16.186,,
504.82,1,504.82,15.956,,
504.929,1,504.929,15.953,,
505.039,1,505.039,15.935,,
505.149,1,505.149,15.73,,
505.258,1,505.258,15.289,,
505.368,1,505.368,15.18,,
505.477,1,505.477,15.13,,
505.587,1,505.587,14.959,,
505.696,1,505.696,14.556,,
505.806,1,505.806,14.531,,
505.915,1,505.915,14.59,,
506.025,1,506.025,14.548,,
506.135,1,506.135,14.263,,
506.244,1,506.244,14.281,,
506.354,1,506.354,14.315,,
506.463,1,506.463,14.171,,
506.573,1,506.573,13.719,,
506.682,1,506.682,13.525,,
506.792,1,506.792,13.508,,
506.901,1,506.901,13.433,,
507.011,1,507.011,13.149,,
507.121,1,507.121,13.071,,
507.23,1,507.23,13.098,,
507.34,1,507.34,13.021,,
507.449,1,507.449,12.729,,
507.559,1,507.559,12.63,,
507.668,1,507.668,12.771,,
507.778,1,507.778,12.89,,
507.887,1,507.887,12.792,,
507.997,1,507.997,12.782,,
508.107,1,508.107,12.967,,
508.216,1,508.216,13.049,,
508.326,1,508.326,12.895,,
508.435,1,508.435,12.798,,
508.545,1,508.545,12.985,,
508.654,1,508.654,13.141,,
508.764,1,508.764,13.074,,
508.873,1,508.873,12.92,,
508.983,1,508.983,12.967,,
509.093,1,509.093,12.895,,
509.202,1,509.202,12.547,,
509.312,1,509.312,12.039,,
509.421,1,509.421,11.856,,
509.531,1,509.531,11.711,,
509.64,1,509.64,11.418,,
509.75,1,509.75,11,,
509.859,1,509.859,10.993,,
509.969,1,509.969,10.995,,
510.078,1,510.078,10.85,,
510.188,1,510.188,10.532,,
510.298,1,510.298,10.654,,
510.407,1,510.407,10.861,,
510.517,1,510.517,10.935,,
510.626,1,510.626,10.746,,
510.736,1,510.736,10.972,,
510.845,1,510.845,11.239,,
510.955,1,510.955,11.289,,
511.064,1,511.064,10.984,,
511.174,1,511.174,11.014,,
511.284,1,511.284,11.114,,
511.393,1,511.393,11.077,,
511.503,1,511.503,10.763,,
511.612,1,511.612,10.742,,
511.722,1,511.722,10.886,,
511.831,1,511.831,10.919,,
511.941,1,511.941,10.651,,
512.05,1,512.05,10.611,,
512.16,1,512.16,10.742,,
512.27,1,512.27,10.723,,
512.379,1,512.379,10.418,,
512.489,1,512.489,10.333,,
512.598,1,512.598,10.518,,
512.708,1,512.708,10.644,,
512.817,1,512.817,10.512,,
512.927,1,512.927,10.459,,
513.036,1,513.036,10.636,,
513.146,1,513.146,10.696,,
513.256,1,513.256,10.472,,
513.365,1,513.365,10.304,,
513.475,1,513.475,10.515,,
513.584,1,513.584,10.723,,
513.694,1,513.694,10.727,,
513.803,1,513.803,10.735,,
513.913,1,513.913,11.094,,
514.022,1,514.022,11.323,,
514.132,1,514.132,11.217,,
514.242,1,514.242,10.931,,
514.351,1,514.351,10.981,,
514.461,1,514.461,10.983,,
514.57,1,514.57,10.738,,
514.68,1,514.68,10.316,,
514.789,1,514.789,10.334,,
514.899,1,514.899,10.302,,
515.008,1,515.008,10.032,,
515.118,1,515.118,9.526,,
515.228,1,515.228,9.489,,
515.337,1,515.337,9.514,,
515.447,1,515.447,9.418,,
515.556,1,515.556,9.111,,
515.666,1,515.666,9.326,,
515.775,1,515.775,9.678,,
515.885,1,515.885,9.804,,
515.994,1,515.994,9.494,,
516.104,1,516.104,9.542,,
516.214,1,516.214,9.662,,
516.323,1,516.323,9.578,,
516.433,1,516.433,9.188,,
516.542,1,516.542,9.214,,
516.652,1,516.652,9.418,,
516.761,1,516.761,9.437,,
516.871,1,516.871,9.037,,
516.98,1,516.98,8.836,,
517.09,1,517.09,8.806,,
517.2,1,517.2,8.602,,
517.309,1,517.309,8.077,,
517.419,1,517.419,7.876,,
517.528,1,517.528,8.077,,
517.638,1,517.638,8.241,,
517.747,1,517.747,8.178,,
517.857,1,517.857,8.269,,
517.966,1,517.966,8.621,,
518.076,1,518.076,8.783,,
518.186,1,518.186,8.56,,
518.295,1,518.295,8.385,,
518.405,1,518.405,8.631,,
518.514,1,518.514,8.812,,
518.624,1,518.624,8.751,,
518.733,1,518.733,8.762,,
518.843,1,518.843,9.196,,
518.952,1,518.952,9.519,,
519.062,1,519.062,9.506,,
519.172,1,519.172,9.375,,
519.281,1,519.281,9.699,,
519.391,1,519.391,9.973,,
519.5,1,519.5,9.996,,
519.61,1,519.61,9.918,,
519.719,1,519.719,10.379,,
519.829,1,519.829,10.78,,
519.938,1,519.938,10.823,,
520.048,1,520.048,10.586,,
520.158,1,520.158,10.836,,
520.267,1,520.267,11.121,,
520.377,1,520.377,11.237,,
520.486,1,520.486,11.194,,
520.596,1,520.596,11.74,,
520.705,1,520.705,12.398,,
520.815,1,520.815,12.78,,
520.924,1,520.924,12.67,,
521.034,1,521.034,12.895,,
521.144,1,521.144,13.145,,
521.253,1,521.253,13.105,,
521.363,1,521.363,12.691,,
521.472,1,521.472,12.862,,
521.582,1,521.582,13.35,,
521.691,1,521.691,13.697,,
521.801,1,521.801,13.658,,
521.91,1,521.91,13.872,,
522.02,1,522.02,14.149,,
522.13,1,522.13,14.023,,
522.239,1,522.239,13.343,,
522.349,1,522.349,12.913,,
522.458,1,522.458,12.854,,
522.568,1,522.568,12.742,,
522.677,1,522.677,12.369,,
522.787,1,522.787,12.292,,
522.896,1,522.896,12.544,,
523.006,1,523.006,12.511,,
523.116,1,523.116,11.993,,
523.225,1,523.225,11.579,,
523.335,1,523.335,11.597,,
523.444,1,523.444,11.554,,
523.554,1,523.554,11.219,,
523.663,1,523.663,11.014,,
523.773,1,523.773,11.313,,
523.882,1,523.882,11.398,,
523.992,1,523.992,11.012,,
524.102,1,524.102,10.536,,
524.211,1,524.211,10.545,,
524.321,1,524.321,10.365,,
524.43,1,524.43,9.847,,
524.54,1,524.54,9.282,,
524.649,1,524.649,9.34,,
524.759,1,524.759,9.398,,
524.868,1,524.868,9.159,,
524.978,1,524.978,8.775,,
525.088,1,525.088,8.98,,
525.197,1,525.197,9.131,,
525.307,1,525.307,8.855,,
525.416,1,525.416,8.262,,
525.526,1,525.526,8.094,,
525.635,1,525.635,7.911,,
525.745,1,525.745,7.409,,
525.854,1,525.854,6.608,,
525.964,1,525.964,6.427,,
526.074,1,526.074,6.464,,
526.183,1,526.183,6.261,,
526.293,1,526.293,5.683,,
526.402,1,526.402,5.623,,
526.512,1,526.512,5.729,,
526.621,1,526.621,5.528,,
526.731,1,526.731,4.854,,
526.84,1,526.84,4.711,,
526.95,1,526.95,4.807,,
527.06,1,527.06,4.618,,
527.169,1,527.169,3.936,,
527.279,1,527.279,3.65,,
527.388,1,527.388,3.705,,
527.498,1,527.498,3.565,,
527.607,1,527.607,3.019,,
527.717,1,527.717,2.923,,
527.826,1,527.826,3.3,,
527.936,1,527.936,3.47,,
528.046,1,528.046,3.187,,
528.155,1,528.155,3.162,,
528.265,1,528.265,3.56,,
528.374,1,528.374,3.664,,
528.484,1,528.484,3.254,,
528.593,1,528.593,2.957,,
528.703,1,528.703,3.11,,
528.812,1,528.812,2.992,,
528.922,1,528.922,2.366,,
529.032,1,529.032,1.822,,
529.141,1,529.141,1.881,,
529.251,1,529.251,1.724,,
529.36,1,529.36,1.147,,
529.47,1,529.47,0.619,,
529.579,1,529.579,0.694,,
529.689,1,529.689,0.589,,
529.798,1,529.798,-0.006,,
529.908,1,529.908,-0.734,,
530.018,1,530.018,-0.895,,
530.127,1,530.127,-1.15,,
530.237,1,530.237,-1.847,,
530.346,1,530.346,-2.688,,
530.456,1,530.456,-2.856,,
530.565,1,530.565,-2.925,,
530.675,1,530.675,-3.291,,
530.784,1,530.784,-3.817,,
530.894,1,530.894,-3.754,,
531.004,1,531.004,-3.669,,
531.113,1,531.113,-4.032,,
531.223,1,531.223,-4.771,,
531.332,1,531.332,-4.905,,
531.442,1,531.442,-4.81,,
531.551,1,531.551,-4.997,,
531.661,1,531.661,-5.521,,
531.77,1,531.77,-5.417,,
531.88,1,531.88,-5.105,,
531.99,1,531.99,-5.192,,
532.099,1,532.099,-5.813,,
532.209,1,532.209,-5.928,,
532.318,1,532.318,-5.759,,
532.428,1,532.428,-5.912,,
532.537,1,532.537,-6.597,,
532.647,1,532.647,-6.724,,
532.756,1,532.756,-6.417,,
