Column1,Column12,Column13,Column2
449.2657,1,449.2657,-1612.924
449.3752,1,449.3752,-1612.869
449.4847,1,449.4847,-1612.812
449.5942,1,449.5942,-1612.757
449.7037,1,449.7037,-1612.704
449.8132,1,449.8132,-1612.651
449.9227,1,449.9227,-1612.597
450.0322,1,450.0322,-1612.543
450.1417,1,450.1417,-1612.491
450.2512,1,450.2512,-1612.437
450.3607,1,450.3607,-1612.382
450.4702,1,450.4702,-1612.328
450.5797,1,450.5797,-1612.275
450.6892,1,450.6892,-1612.223
450.7987,1,450.7987,-1612.17
450.9082,1,450.9082,-1612.118
451.0177,1,451.0177,-1612.066
451.1272,1,451.1272,-1612.015
451.2367,1,451.2367,-1611.962
451.3462,1,451.3462,-1611.908
451.4557,1,451.4557,-1611.856
451.5652,1,451.5652,-1611.804
451.6747,1,451.6747,-1611.752
451.7842,1,451.7842,-1611.7
451.8937,1,451.8937,-1611.649
452.0032,1,452.0032,-1611.6
452.1127,1,452.1127,-1611.549
452.2222,1,452.2222,-1611.497
452.3317,1,452.3317,-1611.446
452.4412,1,452.4412,-1611.396
452.5507,1,452.5507,-1611.345
452.6602,1,452.6602,-1611.294
452.7697,1,452.7697,-1611.244
452.8792,1,452.8792,-1611.197
452.9887,1,452.9887,-1611.149
453.0982,1,453.0982,-1611.098
453.2077,1,453.2077,-1611.048
453.3172,1,453.3172,-1611
453.4267,1,453.4267,-1610.95
453.5362,1,453.5362,-1610.899
453.6457,1,453.6457,-1610.848
453.7552,1,453.7552,-1610.8
453.8647,1,453.8647,-1610.752
453.9742,1,453.9742,-1610.704
454.0837,1,454.0837,-1610.655
454.1932,1,454.1932,-1610.607
454.3027,1,454.3027,-1610.559
454.4122,1,454.4122,-1610.509
454.5217,1,454.5217,-1610.459
454.6312,1,454.6312,-1610.411
454.7407,1,454.7407,-1610.364
454.8502,1,454.8502,-1610.316
454.9597,1,454.9597,-1610.268
455.0692,1,455.0692,-1610.22
455.1787,1,455.1787,-1610.173
455.2882,1,455.2882,-1610.124
455.3977,1,455.3977,-1610.075
455.5072,1,455.5072,-1610.026
455.6167,1,455.6167,-1609.979
455.7262,1,455.7262,-1609.93
455.8357,1,455.8357,-1609.882
455.9452,1,455.9452,-1609.835
456.0547,1,456.0547,-1609.789
456.1642,1,456.1642,-1609.741
456.2737,1,456.2737,-1609.691
456.3832,1,456.3832,-1609.643
456.4927,1,456.4927,-1609.595
456.6022,1,456.6022,-1609.546
456.7117,1,456.7117,-1609.497
456.8212,1,456.8212,-1609.449
456.9307,1,456.9307,-1609.403
457.0402,1,457.0402,-1609.355
457.1497,1,457.1497,-1609.306
457.2592,1,457.2592,-1609.256
457.3687,1,457.3687,-1609.208
457.4782,1,457.4782,-1609.158
457.5877,1,457.5877,-1609.108
457.6972,1,457.6972,-1609.057
457.8067,1,457.8067,-1609.009
457.9162,1,457.9162,-1608.96
458.0257,1,458.0257,-1608.91
458.1352,1,458.1352,-1608.859
458.2447,1,458.2447,-1608.808
458.3542,1,458.3542,-1608.758
458.4637,1,458.4637,-1608.705
458.5732,1,458.5732,-1608.653
458.6827,1,458.6827,-1608.602
458.7922,1,458.7922,-1608.552
458.9017,1,458.9017,-1608.5
459.0112,1,459.0112,-1608.448
459.1207,1,459.1207,-1608.396
459.2302,1,459.2302,-1608.344
459.3397,1,459.3397,-1608.29
459.4492,1,459.4492,-1608.235
459.5587,1,459.5587,-1608.181
459.6682,1,459.6682,-1608.128
459.7777,1,459.7777,-1608.073
459.8872,1,459.8872,-1608.018
459.9967,1,459.9967,-1607.964
460.1062,1,460.1062,-1607.91
460.2157,1,460.2157,-1607.854
460.3252,1,460.3252,-1607.797
460.4347,1,460.4347,-1607.739
460.5442,1,460.5442,-1607.683
460.6537,1,460.6537,-1607.626
460.7632,1,460.7632,-1607.567
460.8727,1,460.8727,-1607.51
460.9822,1,460.9822,-1607.453
461.0917,1,461.0917,-1607.395
461.2012,1,461.2012,-1607.334
461.3107,1,461.3107,-1607.274
461.4202,1,461.4202,-1607.214
461.5297,1,461.5297,-1607.153
461.6392,1,461.6392,-1607.091
461.7487,1,461.7487,-1607.028
461.8582,1,461.8582,-1606.968
461.9677,1,461.9677,-1606.907
462.0772,1,462.0772,-1606.843
462.1867,1,462.1867,-1606.778
462.2962,1,462.2962,-1606.714
462.4057,1,462.4057,-1606.649
462.5152,1,462.5152,-1606.581
462.6247,1,462.6247,-1606.514
462.7342,1,462.7342,-1606.447
462.8437,1,462.8437,-1606.381
462.9532,1,462.9532,-1606.313
463.0627,1,463.0627,-1606.243
463.1722,1,463.1722,-1606.174
463.2817,1,463.2817,-1606.105
463.3912,1,463.3912,-1606.033
463.5007,1,463.5007,-1605.96
463.6102,1,463.6102,-1605.889
463.7197,1,463.7197,-1605.818
463.8292,1,463.8292,-1605.745
463.9387,1,463.9387,-1605.671
464.0482,1,464.0482,-1605.598
464.1577,1,464.1577,-1605.524
464.2672,1,464.2672,-1605.448
464.3767,1,464.3767,-1605.37
464.4862,1,464.4862,-1605.292
464.5957,1,464.5957,-1605.215
464.7052,1,464.7052,-1605.137
464.8147,1,464.8147,-1605.057
464.9242,1,464.9242,-1604.978
465.0337,1,465.0337,-1604.9
465.1432,1,465.1432,-1604.819
465.2527,1,465.2527,-1604.736
465.3622,1,465.3622,-1604.653
465.4717,1,465.4717,-1604.57
465.5812,1,465.5812,-1604.486
465.6907,1,465.6907,-1604.4
465.8002,1,465.8002,-1604.315
465.9097,1,465.9097,-1604.23
466.0192,1,466.0192,-1604.145
466.1287,1,466.1287,-1604.057
466.2382,1,466.2382,-1603.968
466.3477,1,466.3477,-1603.879
466.4572,1,466.4572,-1603.79
466.5667,1,466.5667,-1603.7
466.6762,1,466.6762,-1603.608
466.7857,1,466.7857,-1603.517
466.8952,1,466.8952,-1603.427
467.0047,1,467.0047,-1603.335
467.1142,1,467.1142,-1603.24
467.2237,1,467.2237,-1603.146
467.3332,1,467.3332,-1603.052
467.4427,1,467.4427,-1602.955
467.5522,1,467.5522,-1602.857
467.6617,1,467.6617,-1602.76
467.7712,1,467.7712,-1602.664
467.8807,1,467.8807,-1602.566
467.9902,1,467.9902,-1602.467
468.0997,1,468.0997,-1602.368
468.2092,1,468.2092,-1602.269
468.3187,1,468.3187,-1602.168
468.4282,1,468.4282,-1602.065
468.5377,1,468.5377,-1601.963
468.6472,1,468.6472,-1601.861
468.7567,1,468.7567,-1601.759
468.8662,1,468.8662,-1601.656
468.9757,1,468.9757,-1601.554
469.0852,1,469.0852,-1601.451
469.1947,1,469.1947,-1601.347
469.3042,1,469.3042,-1601.241
469.4137,1,469.4137,-1601.135
469.5232,1,469.5232,-1601.03
469.6327,1,469.6327,-1600.924
469.7422,1,469.7422,-1600.817
469.8517,1,469.8517,-1600.71
469.9612,1,469.9612,-1600.605
470.0707,1,470.0707,-1600.499
470.1802,1,470.1802,-1600.39
470.2897,1,470.2897,-1600.281
470.3992,1,470.3992,-1600.172
470.5087,1,470.5087,-1600.064
470.6182,1,470.6182,-1599.955
470.7277,1,470.7277,-1599.845
470.8372,1,470.8372,-1599.737
470.9467,1,470.9467,-1599.63
471.0562,1,471.0562,-1599.52
471.1657,1,471.1657,-1599.409
471.2752,1,471.2752,-1599.299
471.3847,1,471.3847,-1599.189
471.4942,1,471.4942,-1599.078
471.6037,1,471.6037,-1598.966
471.7132,1,471.7132,-1598.856
471.8227,1,471.8227,-1598.748
471.9322,1,471.9322,-1598.638
472.0417,1,472.0417,-1598.528
472.1512,1,472.1512,-1598.417
472.2607,1,472.2607,-1598.307
472.3702,1,472.3702,-1598.197
472.4797,1,472.4797,-1598.085
472.5892,1,472.5892,-1597.974
472.6987,1,472.6987,-1597.865
472.8082,1,472.8082,-1597.756
472.9177,1,472.9177,-1597.646
473.0272,1,473.0272,-1597.537
473.1367,1,473.1367,-1597.428
473.2462,1,473.2462,-1597.319
473.3557,1,473.3557,-1597.209
473.4652,1,473.4652,-1597.099
473.5747,1,473.5747,-1596.991
473.6842,1,473.6842,-1596.883
473.7937,1,473.7937,-1596.775
473.9032,1,473.9032,-1596.668
474.0127,1,474.0127,-1596.562
474.1222,1,474.1222,-1596.456
474.2317,1,474.2317,-1596.349
474.3412,1,474.3412,-1596.242
474.4507,1,474.4507,-1596.137
474.5602,1,474.5602,-1596.033
474.6697,1,474.6697,-1595.928
474.7792,1,474.7792,-1595.824
474.8887,1,474.8887,-1595.723
474.9982,1,474.9982,-1595.623
475.1077,1,475.1077,-1595.521
475.2172,1,475.2172,-1595.418
475.3267,1,475.3267,-1595.318
475.4362,1,475.4362,-1595.218
475.5457,1,475.5457,-1595.118
475.6552,1,475.6552,-1595.018
475.7647,1,475.7647,-1594.92
475.8742,1,475.8742,-1594.825
475.9837,1,475.9837,-1594.729
476.0932,1,476.0932,-1594.632
476.2027,1,476.2027,-1594.536
476.3122,1,476.3122,-1594.442
476.4217,1,476.4217,-1594.347
476.5312,1,476.5312,-1594.253
476.6407,1,476.6407,-1594.16
476.7502,1,476.7502,-1594.07
476.8597,1,476.8597,-1593.98
476.9692,1,476.9692,-1593.891
477.0787,1,477.0787,-1593.802
477.1882,1,477.1882,-1593.715
477.2977,1,477.2977,-1593.628
477.4072,1,477.4072,-1593.541
477.5167,1,477.5167,-1593.455
477.6262,1,477.6262,-1593.371
477.7357,1,477.7357,-1593.288
477.8452,1,477.8452,-1593.205
477.9547,1,477.9547,-1593.124
478.0642,1,478.0642,-1593.045
478.1737,1,478.1737,-1592.966
478.2832,1,478.2832,-1592.886
478.3927,1,478.3927,-1592.807
478.5022,1,478.5022,-1592.73
478.6117,1,478.6117,-1592.654
478.7212,1,478.7212,-1592.579
478.8307,1,478.8307,-1592.504
478.9402,1,478.9402,-1592.433
479.0497,1,479.0497,-1592.362
479.1592,1,479.1592,-1592.29
479.2687,1,479.2687,-1592.218
479.3782,1,479.3782,-1592.148
479.4877,1,479.4877,-1592.08
479.5972,1,479.5972,-1592.011
479.7067,1,479.7067,-1591.943
479.8162,1,479.8162,-1591.878
479.9257,1,479.9257,-1591.815
480.0352,1,480.0352,-1591.75
480.1447,1,480.1447,-1591.686
480.2542,1,480.2542,-1591.624
480.3637,1,480.3637,-1591.563
480.4732,1,480.4732,-1591.502
480.5827,1,480.5827,-1591.441
480.6922,1,480.6922,-1591.382
480.8017,1,480.8017,-1591.326
480.9112,1,480.9112,-1591.27
481.0207,1,481.0207,-1591.213
481.1302,1,481.1302,-1591.158
481.2397,1,481.2397,-1591.103
481.3492,1,481.3492,-1591.049
481.4587,1,481.4587,-1590.995
481.5682,1,481.5682,-1590.942
481.6777,1,481.6777,-1590.891
481.7872,1,481.7872,-1590.841
481.8967,1,481.8967,-1590.791
482.0062,1,482.0062,-1590.743
482.1157,1,482.1157,-1590.695
482.2252,1,482.2252,-1590.648
482.3347,1,482.3347,-1590.6
482.4442,1,482.4442,-1590.553
482.5537,1,482.5537,-1590.507
482.6632,1,482.6632,-1590.463
482.7727,1,482.7727,-1590.419
482.8822,1,482.8822,-1590.376
482.9917,1,482.9917,-1590.335
483.1012,1,483.1012,-1590.294
483.2107,1,483.2107,-1590.252
483.3202,1,483.3202,-1590.21
483.4297,1,483.4297,-1590.17
483.5392,1,483.5392,-1590.131
483.6487,1,483.6487,-1590.091
483.7582,1,483.7582,-1590.052
483.8677,1,483.8677,-1590.015
483.9772,1,483.9772,-1589.979
484.0867,1,484.0867,-1589.942
484.1962,1,484.1962,-1589.904
484.3057,1,484.3057,-1589.868
484.4152,1,484.4152,-1589.832
484.5247,1,484.5247,-1589.796
484.6342,1,484.6342,-1589.76
484.7437,1,484.7437,-1589.725
484.8532,1,484.8532,-1589.693
484.9627,1,484.9627,-1589.659
485.0722,1,485.0722,-1589.625
485.1817,1,485.1817,-1589.591
485.2912,1,485.2912,-1589.559
485.4007,1,485.4007,-1589.525
485.5102,1,485.5102,-1589.491
485.6197,1,485.6197,-1589.458
485.7292,1,485.7292,-1589.427
485.8387,1,485.8387,-1589.396
485.9482,1,485.9482,-1589.364
486.0577,1,486.0577,-1589.333
486.1672,1,486.1672,-1589.302
486.2767,1,486.2767,-1589.271
486.3862,1,486.3862,-1589.238
486.4957,1,486.4957,-1589.206
486.6052,1,486.6052,-1589.175
486.7147,1,486.7147,-1589.144
486.8242,1,486.8242,-1589.113
486.9337,1,486.9337,-1589.082
487.0432,1,487.0432,-1589.052
487.1527,1,487.1527,-1589.021
487.2622,1,487.2622,-1588.989
487.3717,1,487.3717,-1588.956
487.4812,1,487.4812,-1588.925
487.5907,1,487.5907,-1588.894
487.7002,1,487.7002,-1588.862
487.8097,1,487.8097,-1588.83
487.9192,1,487.9192,-1588.799
488.0287,1,488.0287,-1588.768
488.1382,1,488.1382,-1588.736
488.2477,1,488.2477,-1588.703
488.3572,1,488.3572,-1588.67
488.4667,1,488.4667,-1588.638
488.5762,1,488.5762,-1588.605
488.6857,1,488.6857,-1588.572
488.7952,1,488.7952,-1588.54
488.9047,1,488.9047,-1588.508
489.0142,1,489.0142,-1588.475
489.1237,1,489.1237,-1588.441
489.2332,1,489.2332,-1588.407
489.3427,1,489.3427,-1588.373
489.4522,1,489.4522,-1588.338
489.5617,1,489.5617,-1588.302
489.6712,1,489.6712,-1588.268
489.7807,1,489.7807,-1588.234
489.8902,1,489.8902,-1588.2
489.9997,1,489.9997,-1588.165
490.1092,1,490.1092,-1588.13
490.2187,1,490.2187,-1588.094
490.3282,1,490.3282,-1588.058
490.4377,1,490.4377,-1588.021
490.5472,1,490.5472,-1587.984
490.6567,1,490.6567,-1587.948
490.7662,1,490.7662,-1587.912
490.8757,1,490.8757,-1587.875
490.9852,1,490.9852,-1587.838
491.0947,1,491.0947,-1587.801
491.2042,1,491.2042,-1587.763
491.3137,1,491.3137,-1587.724
491.4232,1,491.4232,-1587.685
491.5327,1,491.5327,-1587.646
491.6422,1,491.6422,-1587.608
491.7517,1,491.7517,-1587.568
491.8612,1,491.8612,-1587.529
491.9707,1,491.9707,-1587.491
492.0802,1,492.0802,-1587.453
492.1897,1,492.1897,-1587.412
492.2992,1,492.2992,-1587.371
492.4087,1,492.4087,-1587.331
492.5182,1,492.5182,-1587.291
492.6277,1,492.6277,-1587.249
492.7372,1,492.7372,-1587.208
492.8467,1,492.8467,-1587.168
492.9562,1,492.9562,-1587.129
493.0657,1,493.0657,-1587.087
493.1752,1,493.1752,-1587.045
493.2847,1,493.2847,-1587.003
493.3942,1,493.3942,-1586.962
493.5037,1,493.5037,-1586.919
493.6132,1,493.6132,-1586.877
493.7227,1,493.7227,-1586.835
493.8322,1,493.8322,-1586.795
493.9417,1,493.9417,-1586.755
494.0512,1,494.0512,-1586.712
494.1607,1,494.1607,-1586.671
494.2702,1,494.2702,-1586.629
494.3797,1,494.3797,-1586.586
494.4892,1,494.4892,-1586.542
494.5987,1,494.5987,-1586.5
494.7082,1,494.7082,-1586.459
494.8177,1,494.8177,-1586.417
494.9272,1,494.9272,-1586.375
495.0367,1,495.0367,-1586.334
495.1462,1,495.1462,-1586.293
495.2557,1,495.2557,-1586.251
495.3652,1,495.3652,-1586.209
495.4747,1,495.4747,-1586.167
495.5842,1,495.5842,-1586.126
495.6937,1,495.6937,-1586.085
495.8032,1,495.8032,-1586.044
495.9127,1,495.9127,-1586.003
496.0222,1,496.0222,-1585.964
496.1317,1,496.1317,-1585.923
496.2412,1,496.2412,-1585.881
496.3507,1,496.3507,-1585.839
496.4602,1,496.4602,-1585.799
496.5697,1,496.5697,-1585.759
496.6792,1,496.6792,-1585.718
496.7887,1,496.7887,-1585.678
496.8982,1,496.8982,-1585.64
497.0077,1,497.0077,-1585.601
497.1172,1,497.1172,-1585.561
497.2267,1,497.2267,-1585.521
497.3362,1,497.3362,-1585.483
497.4457,1,497.4457,-1585.444
497.5552,1,497.5552,-1585.404
497.6647,1,497.6647,-1585.365
497.7742,1,497.7742,-1585.328
497.8837,1,497.8837,-1585.291
497.9932,1,497.9932,-1585.254
498.1027,1,498.1027,-1585.215
498.2122,1,498.2122,-1585.178
498.3217,1,498.3217,-1585.14
498.4312,1,498.4312,-1585.102
498.5407,1,498.5407,-1585.064
498.6502,1,498.6502,-1585.027
498.7597,1,498.7597,-1584.991
498.8692,1,498.8692,-1584.956
498.9787,1,498.9787,-1584.919
499.0882,1,499.0882,-1584.884
499.1977,1,499.1977,-1584.849
499.3072,1,499.3072,-1584.812
499.4167,1,499.4167,-1584.775
499.5262,1,499.5262,-1584.739
499.6357,1,499.6357,-1584.704
499.7452,1,499.7452,-1584.668
499.8547,1,499.8547,-1584.632
499.9642,1,499.9642,-1584.598
500.0737,1,500.0737,-1584.563
500.1832,1,500.1832,-1584.528
500.2927,1,500.2927,-1584.492
500.4022,1,500.4022,-1584.456
500.5117,1,500.5117,-1584.422
500.6212,1,500.6212,-1584.386
500.7307,1,500.7307,-1584.351
500.8402,1,500.8402,-1584.316
500.9497,1,500.9497,-1584.282
501.0592,1,501.0592,-1584.247
501.1687,1,501.1687,-1584.211
501.2782,1,501.2782,-1584.174
501.3877,1,501.3877,-1584.138
501.4972,1,501.4972,-1584.102
501.6067,1,501.6067,-1584.065
501.7162,1,501.7162,-1584.029
501.8257,1,501.8257,-1583.993
501.9352,1,501.9352,-1583.958
502.0447,1,502.0447,-1583.921
502.1542,1,502.1542,-1583.884
502.2637,1,502.2637,-1583.846
502.3732,1,502.3732,-1583.809
502.4827,1,502.4827,-1583.77
502.5922,1,502.5922,-1583.731
502.7017,1,502.7017,-1583.693
502.8112,1,502.8112,-1583.656
502.9207,1,502.9207,-1583.617
503.0302,1,503.0302,-1583.577
503.1397,1,503.1397,-1583.538
503.2492,1,503.2492,-1583.498
503.3587,1,503.3587,-1583.456
503.4682,1,503.4682,-1583.413
503.5777,1,503.5777,-1583.371
503.6872,1,503.6872,-1583.33
503.7967,1,503.7967,-1583.287
503.9062,1,503.9062,-1583.244
504.0157,1,504.0157,-1583.2
504.1252,1,504.1252,-1583.157
504.2347,1,504.2347,-1583.111
504.3442,1,504.3442,-1583.064
504.4537,1,504.4537,-1583.018
504.5632,1,504.5632,-1582.971
504.6727,1,504.6727,-1582.924
504.7822,1,504.7822,-1582.875
504.8917,1,504.8917,-1582.827
505.0012,1,505.0012,-1582.78
505.1107,1,505.1107,-1582.73
505.2202,1,505.2202,-1582.678
505.3297,1,505.3297,-1582.626
505.4392,1,505.4392,-1582.574
505.5487,1,505.5487,-1582.521
505.6582,1,505.6582,-1582.466
505.7677,1,505.7677,-1582.412
505.8772,1,505.8772,-1582.358
505.9867,1,505.9867,-1582.303
506.0962,1,506.0962,-1582.246
506.2057,1,506.2057,-1582.188
506.3152,1,506.3152,-1582.13
506.4247,1,506.4247,-1582.071
506.5342,1,506.5342,-1582.011
506.6437,1,506.6437,-1581.95
506.7532,1,506.7532,-1581.89
506.8627,1,506.8627,-1581.83
506.9722,1,506.9722,-1581.768
507.0817,1,507.0817,-1581.705
507.1912,1,507.1912,-1581.641
507.3007,1,507.3007,-1581.577
507.4102,1,507.4102,-1581.51
507.5197,1,507.5197,-1581.443
507.6292,1,507.6292,-1581.377
507.7387,1,507.7387,-1581.311
507.8482,1,507.8482,-1581.243
507.9577,1,507.9577,-1581.174
508.0672,1,508.0672,-1581.106
508.1767,1,508.1767,-1581.037
508.2862,1,508.2862,-1580.965
508.3957,1,508.3957,-1580.893
508.5052,1,508.5052,-1580.822
508.6147,1,508.6147,-1580.75
508.7242,1,508.7242,-1580.677
508.8337,1,508.8337,-1580.604
508.9432,1,508.9432,-1580.532
509.0527,1,509.0527,-1580.459
509.1622,1,509.1622,-1580.383
509.2717,1,509.2717,-1580.307
509.3812,1,509.3812,-1580.231
509.4907,1,509.4907,-1580.156
509.6002,1,509.6002,-1580.079
509.7097,1,509.7097,-1580.002
509.8192,1,509.8192,-1579.926
509.9287,1,509.9287,-1579.851
510.0382,1,510.0382,-1579.774
510.1477,1,510.1477,-1579.695
510.2572,1,510.2572,-1579.617
510.3667,1,510.3667,-1579.54
510.4762,1,510.4762,-1579.462
510.5857,1,510.5857,-1579.383
510.6952,1,510.6952,-1579.306
510.8047,1,510.8047,-1579.229
510.9142,1,510.9142,-1579.153
511.0237,1,511.0237,-1579.075
511.1332,1,511.1332,-1578.997
511.2427,1,511.2427,-1578.92
511.3522,1,511.3522,-1578.842
511.4617,1,511.4617,-1578.764
511.5712,1,511.5712,-1578.686
511.6807,1,511.6807,-1578.61
511.7902,1,511.7902,-1578.534
511.8997,1,511.8997,-1578.458
512.0092,1,512.0092,-1578.383
512.1187,1,512.1187,-1578.308
512.2282,1,512.2282,-1578.233
512.3377,1,512.3377,-1578.157
512.4472,1,512.4472,-1578.081
512.5567,1,512.5567,-1578.007
512.6662,1,512.6662,-1577.934
512.7757,1,512.7757,-1577.86
512.8852,1,512.8852,-1577.787
512.9947,1,512.9947,-1577.716
513.1042,1,513.1042,-1577.645
513.2137,1,513.2137,-1577.573
513.3232,1,513.3232,-1577.501
513.4327,1,513.4327,-1577.431
513.5422,1,513.5422,-1577.362
513.6517,1,513.6517,-1577.293
513.7612,1,513.7612,-1577.225
513.8707,1,513.8707,-1577.159
513.9802,1,513.9802,-1577.095
514.0897,1,514.0897,-1577.029
514.1992,1,514.1992,-1576.964
514.3087,1,514.3087,-1576.9
514.4182,1,514.4182,-1576.838
514.5277,1,514.5277,-1576.774
514.6372,1,514.6372,-1576.712
514.7467,1,514.7467,-1576.652
514.8562,1,514.8562,-1576.594
514.9657,1,514.9657,-1576.536
515.0752,1,515.0752,-1576.477
515.1847,1,515.1847,-1576.421
515.2942,1,515.2942,-1576.366
515.4037,1,515.4037,-1576.311
515.5132,1,515.5132,-1576.256
515.6227,1,515.6227,-1576.204
515.7322,1,515.7322,-1576.154
515.8417,1,515.8417,-1576.105
515.9512,1,515.9512,-1576.056
516.0607,1,516.0607,-1576.008
516.1702,1,516.1702,-1575.962
516.2797,1,516.2797,-1575.916
516.3892,1,516.3892,-1575.87
516.4987,1,516.4987,-1575.825
516.6082,1,516.6082,-1575.783
516.7177,1,516.7177,-1575.743
516.8272,1,516.8272,-1575.702
516.9367,1,516.9367,-1575.664
517.0462,1,517.0462,-1575.628
517.1557,1,517.1557,-1575.592
517.2652,1,517.2652,-1575.555
517.3747,1,517.3747,-1575.52
517.4842,1,517.4842,-1575.488
517.5937,1,517.5937,-1575.456
517.7032,1,517.7032,-1575.425
517.8127,1,517.8127,-1575.396
517.9222,1,517.9222,-1575.369
518.0317,1,518.0317,-1575.342
518.1412,1,518.1412,-1575.315
518.2507,1,518.2507,-1575.289
518.3602,1,518.3602,-1575.265
518.4697,1,518.4697,-1575.242
518.5792,1,518.5792,-1575.218
518.6887,1,518.6887,-1575.197
518.7982,1,518.7982,-1575.178
518.9077,1,518.9077,-1575.16
519.0172,1,519.0172,-1575.142
519.1267,1,519.1267,-1575.124
519.2362,1,519.2362,-1575.108
519.3457,1,519.3457,-1575.093
519.4552,1,519.4552,-1575.077
519.5647,1,519.5647,-1575.062
519.6742,1,519.6742,-1575.05
519.7837,1,519.7837,-1575.039
519.8932,1,519.8932,-1575.029
520.0027,1,520.0027,-1575.018
520.1122,1,520.1122,-1575.009
520.2217,1,520.2217,-1575.001
520.3312,1,520.3312,-1574.992
520.4407,1,520.4407,-1574.983
520.5502,1,520.5502,-1574.976
520.6597,1,520.6597,-1574.97
520.7692,1,520.7692,-1574.964
520.8787,1,520.8787,-1574.959
520.9882,1,520.9882,-1574.954
521.0977,1,521.0977,-1574.951
521.2072,1,521.2072,-1574.946
521.3167,1,521.3167,-1574.941
521.4262,1,521.4262,-1574.936
521.5357,1,521.5357,-1574.933
521.6452,1,521.6452,-1574.93
521.7547,1,521.7547,-1574.926
521.8642,1,521.8642,-1574.923
521.9737,1,521.9737,-1574.922
522.0832,1,522.0832,-1574.919
522.1927,1,522.1927,-1574.914
522.3022,1,522.3022,-1574.91
522.4117,1,522.4117,-1574.906
522.5212,1,522.5212,-1574.902
522.6307,1,522.6307,-1574.897
522.7402,1,522.7402,-1574.892
522.8497,1,522.8497,-1574.888
522.9592,1,522.9592,-1574.884
523.0687,1,523.0687,-1574.877
523.1782,1,523.1782,-1574.869
523.2877,1,523.2877,-1574.862
523.3972,1,523.3972,-1574.854
523.5067,1,523.5067,-1574.844
523.6162,1,523.6162,-1574.834
523.7257,1,523.7257,-1574.824
523.8352,1,523.8352,-1574.814
523.9447,1,523.9447,-1574.802
524.0542,1,524.0542,-1574.788
524.1637,1,524.1637,-1574.774
524.2732,1,524.2732,-1574.758
524.3827,1,524.3827,-1574.74
524.4922,1,524.4922,-1574.721
524.6017,1,524.6017,-1574.701
524.7112,1,524.7112,-1574.681
524.8207,1,524.8207,-1574.659
524.9302,1,524.9302,-1574.636
525.0397,1,525.0397,-1574.611
525.1492,1,525.1492,-1574.585
525.2587,1,525.2587,-1574.556
525.3682,1,525.3682,-1574.524
525.4777,1,525.4777,-1574.491
525.5872,1,525.5872,-1574.458
525.6967,1,525.6967,-1574.422
525.8062,1,525.8062,-1574.384
525.9157,1,525.9157,-1574.346
526.0252,1,526.0252,-1574.305
526.1347,1,526.1347,-1574.262
526.2442,1,526.2442,-1574.215
526.3537,1,526.3537,-1574.167
526.4632,1,526.4632,-1574.117
526.5727,1,526.5727,-1574.065
526.6822,1,526.6822,-1574.01
526.7917,1,526.7917,-1573.954
526.9012,1,526.9012,-1573.896
527.0107,1,527.0107,-1573.836
527.1202,1,527.1202,-1573.772
527.2297,1,527.2297,-1573.706
527.3392,1,527.3392,-1573.638
527.4487,1,527.4487,-1573.567
527.5582,1,527.5582,-1573.494
527.6677,1,527.6677,-1573.418
527.7772,1,527.7772,-1573.342
527.8867,1,527.8867,-1573.263
527.9962,1,527.9962,-1573.181
528.1057,1,528.1057,-1573.096
528.2152,1,528.2152,-1573.009
528.3247,1,528.3247,-1572.919
528.4342,1,528.4342,-1572.827
528.5437,1,528.5437,-1572.732
528.6532,1,528.6532,-1572.635
528.7627,1,528.7627,-1572.537
528.8722,1,528.8722,-1572.437
528.9817,1,528.9817,-1572.334
529.0912,1,529.0912,-1572.228
529.2007,1,529.2007,-1572.121
529.3102,1,529.3102,-1572.01
529.4197,1,529.4197,-1571.896
529.5292,1,529.5292,-1571.781
529.6387,1,529.6387,-1571.665
529.7482,1,529.7482,-1571.546
529.8577,1,529.8577,-1571.425
529.9672,1,529.9672,-1571.303
530.0767,1,530.0767,-1571.179
530.1862,1,530.1862,-1571.051
530.2957,1,530.2957,-1570.921
530.4052,1,530.4052,-1570.789
530.5147,1,530.5147,-1570.657
530.6242,1,530.6242,-1570.522
530.7337,1,530.7337,-1570.385
530.8432,1,530.8432,-1570.248
530.9527,1,530.9527,-1570.11
531.0622,1,531.0622,-1569.969
531.1717,1,531.1717,-1569.825
531.2812,1,531.2812,-1569.68
531.3907,1,531.3907,-1569.534
531.5002,1,531.5002,-1569.386
531.6097,1,531.6097,-1569.236
531.7192,1,531.7192,-1569.086
531.8287,1,531.8287,-1568.936
531.9382,1,531.9382,-1568.785
532.0477,1,532.0477,-1568.631
532.1572,1,532.1572,-1568.475
532.2667,1,532.2667,-1568.32
532.3762,1,532.3762,-1568.163
532.4857,1,532.4857,-1568.004
532.5952,1,532.5952,-1567.845
532.7047,1,532.7047,-1567.686
532.8142,1,532.8142,-1567.526
532.9237,1,532.9237,-1567.365
533.0332,1,533.0332,-1567.203
533.1427,1,533.1427,-1567.041
533.2522,1,533.2522,-1566.878
533.3617,1,533.3617,-1566.713
533.4712,1,533.4712,-1566.548
533.5807,1,533.5807,-1566.383
533.6902,1,533.6902,-1566.218
533.7997,1,533.7997,-1566.052
533.9092,1,533.9092,-1565.887
534.0187,1,534.0187,-1565.721
534.1282,1,534.1282,-1565.555
534.2377,1,534.2377,-1565.388
